exp,model_type,target_type,condition,model,context_sents,target_sent,region,surp
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,it was a beautiful evening .,as the couple danced a tango began to be played by a live orchestra .,began to be played,25.90751326084137
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,it was a beautiful evening .,as the couple danced a tango began to be played by a live orchestra .,began to be played,20.208515882492065
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,it was a beautiful evening .,as the couple danced a tango began to be played by a live orchestra .,began to be played,20.348796367645264
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,it was a beautiful evening .,as the couple danced a tango began to be played by a live orchestra .,began to be played,25.691067695617676
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,it was a beautiful evening .,as the couple danced a tango began to be played by a live orchestra .,began to be played,28.63870406150818
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,a tango was loved in the evening .,as the couple danced the tango began to be played by a live orchestra .,began to be played,23.899003267288208
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,a tango was loved in the evening .,as the couple danced the tango began to be played by a live orchestra .,began to be played,25.099289178848267
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,a tango was loved in the evening .,as the couple danced the tango began to be played by a live orchestra .,began to be played,22.804951310157776
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,a tango was loved in the evening .,as the couple danced the tango began to be played by a live orchestra .,began to be played,23.23913884162903
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,a tango was loved in the evening .,as the couple danced the tango began to be played by a live orchestra .,began to be played,22.162217378616333
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,a tango was loved in the evening .,as the couple danced the tango began to be played by a live orchestra .,began to be played,24.50674045085907
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,a tango was loved in the evening .,as the couple danced the tango began to be played by a live orchestra .,began to be played,17.299779176712036
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,a tango was loved in the evening .,as the couple danced the tango began to be played by a live orchestra .,began to be played,17.38957381248474
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,a tango was loved in the evening .,as the couple danced the tango began to be played by a live orchestra .,began to be played,26.122042417526245
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,a tango was loved in the evening .,as the couple danced the tango began to be played by a live orchestra .,began to be played,27.810567617416382
def,shuffled,reduced,New_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,it was a beautiful evening .,as the couple danced the tango began to be played by a live orchestra .,began to be played,23.914400100708008
def,shuffled,reduced,New_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,it was a beautiful evening .,as the couple danced the tango began to be played by a live orchestra .,began to be played,25.108109712600708
def,shuffled,reduced,New_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,it was a beautiful evening .,as the couple danced the tango began to be played by a live orchestra .,began to be played,22.813111066818237
def,shuffled,reduced,New_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,it was a beautiful evening .,as the couple danced the tango began to be played by a live orchestra .,began to be played,23.252161860466003
def,shuffled,reduced,New_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,it was a beautiful evening .,as the couple danced the tango began to be played by a live orchestra .,began to be played,22.12012493610382
def,ordered,reduced,New_DefAmbi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,it was a beautiful evening .,as the couple danced the tango began to be played by a live orchestra .,began to be played,24.38621211051941
def,ordered,reduced,New_DefAmbi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,it was a beautiful evening .,as the couple danced the tango began to be played by a live orchestra .,began to be played,17.943896651268005
def,ordered,reduced,New_DefAmbi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,it was a beautiful evening .,as the couple danced the tango began to be played by a live orchestra .,began to be played,17.489872574806213
def,ordered,reduced,New_DefAmbi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,it was a beautiful evening .,as the couple danced the tango began to be played by a live orchestra .,began to be played,25.941818237304688
def,ordered,reduced,New_DefAmbi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,it was a beautiful evening .,as the couple danced the tango began to be played by a live orchestra .,began to be played,27.737703919410706
def,shuffled,unreduced,New_IndefUnambi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,it was a beautiful evening .,"as the couple danced , a tango began to be played by a live orchestra .",began to be played,18.257718920707703
def,shuffled,unreduced,New_IndefUnambi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,it was a beautiful evening .,"as the couple danced , a tango began to be played by a live orchestra .",began to be played,16.779597401618958
def,shuffled,unreduced,New_IndefUnambi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,it was a beautiful evening .,"as the couple danced , a tango began to be played by a live orchestra .",began to be played,16.701905012130737
def,shuffled,unreduced,New_IndefUnambi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,it was a beautiful evening .,"as the couple danced , a tango began to be played by a live orchestra .",began to be played,18.79050636291504
def,shuffled,unreduced,New_IndefUnambi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,it was a beautiful evening .,"as the couple danced , a tango began to be played by a live orchestra .",began to be played,15.995388150215149
def,ordered,unreduced,New_IndefUnambi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,it was a beautiful evening .,"as the couple danced , a tango began to be played by a live orchestra .",began to be played,15.583232343196869
def,ordered,unreduced,New_IndefUnambi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,it was a beautiful evening .,"as the couple danced , a tango began to be played by a live orchestra .",began to be played,16.622751712799072
def,ordered,unreduced,New_IndefUnambi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,it was a beautiful evening .,"as the couple danced , a tango began to be played by a live orchestra .",began to be played,16.58225107192993
def,ordered,unreduced,New_IndefUnambi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,it was a beautiful evening .,"as the couple danced , a tango began to be played by a live orchestra .",began to be played,18.542033433914185
def,ordered,unreduced,New_IndefUnambi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,it was a beautiful evening .,"as the couple danced , a tango began to be played by a live orchestra .",began to be played,21.350394368171692
def,shuffled,unreduced,Old_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,a tango was loved in the evening .,"as the couple danced , the tango began to be played by a live orchestra .",began to be played,18.62255561351776
def,shuffled,unreduced,Old_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,a tango was loved in the evening .,"as the couple danced , the tango began to be played by a live orchestra .",began to be played,15.81957459449768
def,shuffled,unreduced,Old_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,a tango was loved in the evening .,"as the couple danced , the tango began to be played by a live orchestra .",began to be played,16.75262624025345
def,shuffled,unreduced,Old_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,a tango was loved in the evening .,"as the couple danced , the tango began to be played by a live orchestra .",began to be played,16.039979577064514
def,shuffled,unreduced,Old_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,a tango was loved in the evening .,"as the couple danced , the tango began to be played by a live orchestra .",began to be played,16.27249974012375
def,ordered,unreduced,Old_DefUnambi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,a tango was loved in the evening .,"as the couple danced , the tango began to be played by a live orchestra .",began to be played,15.774488925933838
def,ordered,unreduced,Old_DefUnambi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,a tango was loved in the evening .,"as the couple danced , the tango began to be played by a live orchestra .",began to be played,16.634029746055603
def,ordered,unreduced,Old_DefUnambi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,a tango was loved in the evening .,"as the couple danced , the tango began to be played by a live orchestra .",began to be played,15.829753041267395
def,ordered,unreduced,Old_DefUnambi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,a tango was loved in the evening .,"as the couple danced , the tango began to be played by a live orchestra .",began to be played,17.607146501541138
def,ordered,unreduced,Old_DefUnambi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,a tango was loved in the evening .,"as the couple danced , the tango began to be played by a live orchestra .",began to be played,19.241631507873535
def,shuffled,unreduced,New_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,it was a beautiful evening .,"as the couple danced , the tango began to be played by a live orchestra .",began to be played,18.61906087398529
def,shuffled,unreduced,New_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,it was a beautiful evening .,"as the couple danced , the tango began to be played by a live orchestra .",began to be played,15.815422892570496
def,shuffled,unreduced,New_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,it was a beautiful evening .,"as the couple danced , the tango began to be played by a live orchestra .",began to be played,16.748368084430695
def,shuffled,unreduced,New_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,it was a beautiful evening .,"as the couple danced , the tango began to be played by a live orchestra .",began to be played,16.04185438156128
def,shuffled,unreduced,New_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,it was a beautiful evening .,"as the couple danced , the tango began to be played by a live orchestra .",began to be played,16.267278015613556
def,ordered,unreduced,New_DefUnambi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,it was a beautiful evening .,"as the couple danced , the tango began to be played by a live orchestra .",began to be played,15.697573065757751
def,ordered,unreduced,New_DefUnambi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,it was a beautiful evening .,"as the couple danced , the tango began to be played by a live orchestra .",began to be played,17.08482801914215
def,ordered,unreduced,New_DefUnambi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,it was a beautiful evening .,"as the couple danced , the tango began to be played by a live orchestra .",began to be played,16.02019077539444
def,ordered,unreduced,New_DefUnambi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,it was a beautiful evening .,"as the couple danced , the tango began to be played by a live orchestra .",began to be played,17.728760838508606
def,ordered,unreduced,New_DefUnambi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,it was a beautiful evening .,"as the couple danced , the tango began to be played by a live orchestra .",began to be played,19.552570104599
def,shuffled,reduced,New_IndefAmbi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,it was just another day morning .,after the kids cheated a teacher had them sit at separate desks and thinking about what they had done .,had them sit,28.594573974609375
def,shuffled,reduced,New_IndefAmbi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,it was just another day morning .,after the kids cheated a teacher had them sit at separate desks and thinking about what they had done .,had them sit,30.389326095581055
def,shuffled,reduced,New_IndefAmbi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,it was just another day morning .,after the kids cheated a teacher had them sit at separate desks and thinking about what they had done .,had them sit,28.427910804748535
def,shuffled,reduced,New_IndefAmbi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,it was just another day morning .,after the kids cheated a teacher had them sit at separate desks and thinking about what they had done .,had them sit,33.103702545166016
def,shuffled,reduced,New_IndefAmbi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,it was just another day morning .,after the kids cheated a teacher had them sit at separate desks and thinking about what they had done .,had them sit,30.50958251953125
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,it was just another day morning .,after the kids cheated a teacher had them sit at separate desks and thinking about what they had done .,had them sit,32.516913414001465
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,it was just another day morning .,after the kids cheated a teacher had them sit at separate desks and thinking about what they had done .,had them sit,30.01881504058838
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,it was just another day morning .,after the kids cheated a teacher had them sit at separate desks and thinking about what they had done .,had them sit,29.70194387435913
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,it was just another day morning .,after the kids cheated a teacher had them sit at separate desks and thinking about what they had done .,had them sit,26.973576068878174
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,it was just another day morning .,after the kids cheated a teacher had them sit at separate desks and thinking about what they had done .,had them sit,29.52313232421875
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,a teacher was working on day .,after the kids cheated the teacher had them sit at separate desks and thinking about what they had done .,had them sit,28.388647079467773
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,a teacher was working on day .,after the kids cheated the teacher had them sit at separate desks and thinking about what they had done .,had them sit,31.078697204589844
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,a teacher was working on day .,after the kids cheated the teacher had them sit at separate desks and thinking about what they had done .,had them sit,27.48499298095703
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,a teacher was working on day .,after the kids cheated the teacher had them sit at separate desks and thinking about what they had done .,had them sit,28.93729066848755
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,a teacher was working on day .,after the kids cheated the teacher had them sit at separate desks and thinking about what they had done .,had them sit,28.152341842651367
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,a teacher was working on day .,after the kids cheated the teacher had them sit at separate desks and thinking about what they had done .,had them sit,31.597357749938965
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,a teacher was working on day .,after the kids cheated the teacher had them sit at separate desks and thinking about what they had done .,had them sit,26.542521476745605
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,a teacher was working on day .,after the kids cheated the teacher had them sit at separate desks and thinking about what they had done .,had them sit,27.59712505340576
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,a teacher was working on day .,after the kids cheated the teacher had them sit at separate desks and thinking about what they had done .,had them sit,24.85576581954956
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,a teacher was working on day .,after the kids cheated the teacher had them sit at separate desks and thinking about what they had done .,had them sit,27.23904800415039
def,shuffled,reduced,New_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,it was just another day morning .,after the kids cheated the teacher had them sit at separate desks and thinking about what they had done .,had them sit,28.38211441040039
def,shuffled,reduced,New_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,it was just another day morning .,after the kids cheated the teacher had them sit at separate desks and thinking about what they had done .,had them sit,31.082744598388672
def,shuffled,reduced,New_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,it was just another day morning .,after the kids cheated the teacher had them sit at separate desks and thinking about what they had done .,had them sit,27.48164129257202
def,shuffled,reduced,New_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,it was just another day morning .,after the kids cheated the teacher had them sit at separate desks and thinking about what they had done .,had them sit,28.925436973571777
def,shuffled,reduced,New_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,it was just another day morning .,after the kids cheated the teacher had them sit at separate desks and thinking about what they had done .,had them sit,28.129024982452393
def,ordered,reduced,New_DefAmbi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,it was just another day morning .,after the kids cheated the teacher had them sit at separate desks and thinking about what they had done .,had them sit,31.761796951293945
def,ordered,reduced,New_DefAmbi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,it was just another day morning .,after the kids cheated the teacher had them sit at separate desks and thinking about what they had done .,had them sit,26.371485233306885
def,ordered,reduced,New_DefAmbi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,it was just another day morning .,after the kids cheated the teacher had them sit at separate desks and thinking about what they had done .,had them sit,28.125535011291504
def,ordered,reduced,New_DefAmbi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,it was just another day morning .,after the kids cheated the teacher had them sit at separate desks and thinking about what they had done .,had them sit,25.65804433822632
def,ordered,reduced,New_DefAmbi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,it was just another day morning .,after the kids cheated the teacher had them sit at separate desks and thinking about what they had done .,had them sit,26.563547372817993
def,shuffled,unreduced,New_IndefUnambi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,it was just another day morning .,"after the kids cheated , a teacher had them sit at separate desks and thinking about what they had done .",had them sit,26.886372089385986
def,shuffled,unreduced,New_IndefUnambi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,it was just another day morning .,"after the kids cheated , a teacher had them sit at separate desks and thinking about what they had done .",had them sit,23.56553840637207
def,shuffled,unreduced,New_IndefUnambi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,it was just another day morning .,"after the kids cheated , a teacher had them sit at separate desks and thinking about what they had done .",had them sit,28.131566047668457
def,shuffled,unreduced,New_IndefUnambi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,it was just another day morning .,"after the kids cheated , a teacher had them sit at separate desks and thinking about what they had done .",had them sit,28.57514476776123
def,shuffled,unreduced,New_IndefUnambi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,it was just another day morning .,"after the kids cheated , a teacher had them sit at separate desks and thinking about what they had done .",had them sit,28.25895404815674
def,ordered,unreduced,New_IndefUnambi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,it was just another day morning .,"after the kids cheated , a teacher had them sit at separate desks and thinking about what they had done .",had them sit,28.80805206298828
def,ordered,unreduced,New_IndefUnambi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,it was just another day morning .,"after the kids cheated , a teacher had them sit at separate desks and thinking about what they had done .",had them sit,26.506250381469727
def,ordered,unreduced,New_IndefUnambi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,it was just another day morning .,"after the kids cheated , a teacher had them sit at separate desks and thinking about what they had done .",had them sit,30.431074619293213
def,ordered,unreduced,New_IndefUnambi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,it was just another day morning .,"after the kids cheated , a teacher had them sit at separate desks and thinking about what they had done .",had them sit,26.43204689025879
def,ordered,unreduced,New_IndefUnambi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,it was just another day morning .,"after the kids cheated , a teacher had them sit at separate desks and thinking about what they had done .",had them sit,27.511713981628418
def,shuffled,unreduced,Old_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,a teacher was working on day .,"after the kids cheated , the teacher had them sit at separate desks and thinking about what they had done .",had them sit,25.87670660018921
def,shuffled,unreduced,Old_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,a teacher was working on day .,"after the kids cheated , the teacher had them sit at separate desks and thinking about what they had done .",had them sit,23.623596668243408
def,shuffled,unreduced,Old_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,a teacher was working on day .,"after the kids cheated , the teacher had them sit at separate desks and thinking about what they had done .",had them sit,27.524571895599365
def,shuffled,unreduced,Old_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,a teacher was working on day .,"after the kids cheated , the teacher had them sit at separate desks and thinking about what they had done .",had them sit,28.23600196838379
def,shuffled,unreduced,Old_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,a teacher was working on day .,"after the kids cheated , the teacher had them sit at separate desks and thinking about what they had done .",had them sit,26.79792356491089
def,ordered,unreduced,Old_DefUnambi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,a teacher was working on day .,"after the kids cheated , the teacher had them sit at separate desks and thinking about what they had done .",had them sit,27.654442310333252
def,ordered,unreduced,Old_DefUnambi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,a teacher was working on day .,"after the kids cheated , the teacher had them sit at separate desks and thinking about what they had done .",had them sit,25.432747840881348
def,ordered,unreduced,Old_DefUnambi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,a teacher was working on day .,"after the kids cheated , the teacher had them sit at separate desks and thinking about what they had done .",had them sit,28.816874504089355
def,ordered,unreduced,Old_DefUnambi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,a teacher was working on day .,"after the kids cheated , the teacher had them sit at separate desks and thinking about what they had done .",had them sit,25.989115238189697
def,ordered,unreduced,Old_DefUnambi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,a teacher was working on day .,"after the kids cheated , the teacher had them sit at separate desks and thinking about what they had done .",had them sit,26.61282730102539
def,shuffled,unreduced,New_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,it was just another day morning .,"after the kids cheated , the teacher had them sit at separate desks and thinking about what they had done .",had them sit,25.869791507720947
def,shuffled,unreduced,New_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,it was just another day morning .,"after the kids cheated , the teacher had them sit at separate desks and thinking about what they had done .",had them sit,23.618712902069092
def,shuffled,unreduced,New_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,it was just another day morning .,"after the kids cheated , the teacher had them sit at separate desks and thinking about what they had done .",had them sit,27.523091793060303
def,shuffled,unreduced,New_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,it was just another day morning .,"after the kids cheated , the teacher had them sit at separate desks and thinking about what they had done .",had them sit,28.217461109161377
def,shuffled,unreduced,New_DefUnambi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,it was just another day morning .,"after the kids cheated , the teacher had them sit at separate desks and thinking about what they had done .",had them sit,26.78851890563965
def,ordered,unreduced,New_DefUnambi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,it was just another day morning .,"after the kids cheated , the teacher had them sit at separate desks and thinking about what they had done .",had them sit,28.2141695022583
def,ordered,unreduced,New_DefUnambi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,it was just another day morning .,"after the kids cheated , the teacher had them sit at separate desks and thinking about what they had done .",had them sit,25.345693111419678
def,ordered,unreduced,New_DefUnambi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,it was just another day morning .,"after the kids cheated , the teacher had them sit at separate desks and thinking about what they had done .",had them sit,29.608959674835205
def,ordered,unreduced,New_DefUnambi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,it was just another day morning .,"after the kids cheated , the teacher had them sit at separate desks and thinking about what they had done .",had them sit,26.739938259124756
def,ordered,unreduced,New_DefUnambi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,it was just another day morning .,"after the kids cheated , the teacher had them sit at separate desks and thinking about what they had done .",had them sit,26.276577949523926
def,shuffled,reduced,New_IndefAmbi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,it was a day morning .,after the mugger attacked a runner was rubbing his sore leg but it did n’t help .,was rubbing,29.612430572509766
def,shuffled,reduced,New_IndefAmbi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,it was a day morning .,after the mugger attacked a runner was rubbing his sore leg but it did n’t help .,was rubbing,29.17323398590088
def,shuffled,reduced,New_IndefAmbi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,it was a day morning .,after the mugger attacked a runner was rubbing his sore leg but it did n’t help .,was rubbing,31.220511436462402
def,shuffled,reduced,New_IndefAmbi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,it was a day morning .,after the mugger attacked a runner was rubbing his sore leg but it did n’t help .,was rubbing,30.48522186279297
def,shuffled,reduced,New_IndefAmbi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,it was a day morning .,after the mugger attacked a runner was rubbing his sore leg but it did n’t help .,was rubbing,27.874157905578613
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,it was a day morning .,after the mugger attacked a runner was rubbing his sore leg but it did n’t help .,was rubbing,28.943100929260254
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,it was a day morning .,after the mugger attacked a runner was rubbing his sore leg but it did n’t help .,was rubbing,28.05357837677002
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,it was a day morning .,after the mugger attacked a runner was rubbing his sore leg but it did n’t help .,was rubbing,28.93729877471924
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,it was a day morning .,after the mugger attacked a runner was rubbing his sore leg but it did n’t help .,was rubbing,29.512161254882812
def,ordered,reduced,New_IndefAmbi,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,it was a day morning .,after the mugger attacked a runner was rubbing his sore leg but it did n’t help .,was rubbing,27.072649002075195
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,a runner was running on day .,after the mugger attacked the runner was rubbing his sore leg but it did n’t help .,was rubbing,29.394451141357422
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,a runner was running on day .,after the mugger attacked the runner was rubbing his sore leg but it did n’t help .,was rubbing,30.3279972076416
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,a runner was running on day .,after the mugger attacked the runner was rubbing his sore leg but it did n’t help .,was rubbing,32.516035079956055
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,a runner was running on day .,after the mugger attacked the runner was rubbing his sore leg but it did n’t help .,was rubbing,29.223766326904297
def,shuffled,reduced,Old_DefAmbi,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,a runner was running on day .,after the mugger attacked the runner was rubbing his sore leg but it did n’t help .,was rubbing,28.76492977142334
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,a runner was running on day .,after the mugger attacked the runner was rubbing his sore leg but it did n’t help .,was rubbing,30.04570960998535
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,a runner was running on day .,after the mugger attacked the runner was rubbing his sore leg but it did n’t help .,was rubbing,30.115113258361816
def,ordered,reduced,Old_DefAmbi,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,a runner was running on day .,after the mugger attacked the runner was rubbing his sore leg but it did n’t help .,was rubbing,28.984248161315918
